symbol,side,entry_price,exit_price,pnl_pct,hold_minutes,market_regime,trend,momentum,volatility,timestamp,date,time
BTCUSDT,long,69243.0,69300.0,0.08,0,volatile,neutral,neutral,low,2026-03-11T20:01:45.390987,2026-03-11,20:01:45
BTCUSDT,long,69243.0,69300.0,0.08,0,volatile,neutral,neutral,low,2026-03-11T20:02:47.632355,2026-03-11,20:02:47
BTCUSDT,short,69090.25,69416.6,-0.47,60,volatile,neutral,neutral,low,2026-03-11T21:12:23.359436,2026-03-11,21:12:23
BTCUSDT,short,69090.25,69416.6,-0.47,0,volatile,neutral,neutral,low,2026-03-11T21:13:26.019099,2026-03-11,21:13:26
BTCUSDT,short,69090.25,69502.1,-0.6,0,volatile,neutral,neutral,low,2026-03-11T21:15:29.718852,2026-03-11,21:15:29
BTCUSDT,short,69090.25,69780.8,-1.0,0,volatile,neutral,neutral,low,2026-03-11T21:16:32.110631,2026-03-11,21:16:32
BTCUSDT,short,69090.25,69811.7,-1.04,0,volatile,neutral,neutral,low,2026-03-11T21:17:33.898158,2026-03-11,21:17:33
BTCUSDT,short,69090.25,69811.7,-1.04,0,volatile,neutral,neutral,low,2026-03-11T21:18:36.112602,2026-03-11,21:18:36
BTCUSDT,short,69090.25,69900.0,-1.17,0,volatile,neutral,neutral,low,2026-03-11T21:19:38.746537,2026-03-11,21:19:38
BTCUSDT,short,69090.25,69900.0,-1.17,0,volatile,neutral,neutral,low,2026-03-11T21:20:40.753669,2026-03-11,21:20:40
BTCUSDT,long,69923.1,70251.4,0.47,68,volatile,neutral,neutral,low,2026-03-11T22:08:40.903201,2026-03-11,22:08:40
BTCUSDT,long,69923.1,70251.4,0.47,69,volatile,neutral,neutral,low,2026-03-11T22:09:43.825309,2026-03-11,22:09:43
BTCUSDT,long,69923.1,70251.4,0.47,70,volatile,neutral,neutral,low,2026-03-11T22:10:45.711858,2026-03-11,22:10:45
BTCUSDT,long,69923.1,70186.3,0.38,71,volatile,neutral,neutral,low,2026-03-11T22:11:47.844749,2026-03-11,22:11:47
BTCUSDT,long,69923.1,70163.1,0.34,72,volatile,neutral,neutral,low,2026-03-11T22:12:49.803696,2026-03-11,22:12:49
BTCUSDT,long,69923.1,70044.9,0.17,73,volatile,neutral,neutral,low,2026-03-11T22:13:51.252586,2026-03-11,22:13:51
BTCUSDT,long,70176.1,70312.0,0.19,5,volatile,neutral,neutral,low,2026-03-11T22:26:25.145926,2026-03-11,22:26:25
BTCUSDT,long,70241.375,70285.0,0.06,7,volatile,neutral,neutral,low,2026-03-11T23:10:06.710790,2026-03-11,23:10:06
BTCUSDT,long,69857.08333333,69885.0,0.04,8,volatile,neutral,neutral,low,2026-03-11T23:37:21.322448,2026-03-11,23:37:21
BTCUSDT,short,70538.0,70476.9,0.09,0,range,neutral,neutral,low,2026-03-12T06:35:44.301907,2026-03-12,06:35:44
BTCUSDT,short,70538.0,70434.9,0.15,31,trend_down,neutral,neutral,low,2026-03-12T07:07:39.036007,2026-03-12,07:07:39
BTCUSDT,short,70296.3,70228.9,0.1,0,trend_down,neutral,neutral,low,2026-03-12T07:54:03.387118,2026-03-12,07:54:03
BTCUSDT,short,70296.3,70163.1,0.19,7,trend_down,neutral,neutral,low,2026-03-12T08:01:00.058599,2026-03-12,08:01:00
